booking_id;hotel;is_canceled;lead_time;arrival_date_week_number;booking_date;arrival_date;arrival_date_day_of_month;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;meal;country;market_segment;is_repeated_guest;previous_cancellations;assigned_room_type;booking_changes;deposit_type;agent;customer_type;required_car_parking_spaces;total_of_special_requests
38403;NF Hotel;0;0;28;2020-07-14;2020-07-14;14;1;2;2;0;0;BB;Unknown;Direct;0;0;D;0;No Deposit;0;No Contract (Single);1;0
38404;NF Hotel;0;139;28;2020-02-22;2020-07-10;10;2;5;2;0;1;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;40;Contract (Single);0;3
38405;NF Hotel;0;129;28;2020-03-03;2020-07-10;10;2;5;2;2;0;HB;Unknown;Direct;0;0;C;1;No Deposit;250;No Contract (Single);1;0
38406;NF Hotel;0;120;28;2020-03-12;2020-07-10;10;2;5;2;1;0;BB;Unknown;Online TA;0;0;C;1;No Deposit;240;No Contract (Single);0;1
38407;NF Hotel;0;43;28;2020-05-30;2020-07-12;12;1;4;3;0;0;BB;Unknown;Online TA;0;0;A;3;No Deposit;240;No Contract (Single);0;1
38408;NF Hotel;0;41;28;2020-06-01;2020-07-12;12;1;4;2;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
38409;NF Hotel;0;4;29;2020-07-13;2020-07-17;17;1;1;2;0;0;HB;Unknown;Direct;0;0;F;0;No Deposit;0;No Contract (Single);0;0
38410;NF Hotel;0;0;29;2020-07-16;2020-07-16;16;1;0;3;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;0
38411;NF Hotel;0;104;28;2020-03-29;2020-07-11;11;1;5;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
38412;NF Hotel;0;3;28;2020-07-12;2020-07-15;15;1;1;2;2;0;BB;Unknown;Online TA;0;0;C;0;No Deposit;240;No Contract (Single);0;1
38413;NF Hotel;0;0;28;2020-07-15;2020-07-15;15;1;1;2;0;0;BB;Unknown;Direct;0;0;D;1;No Deposit;0;No Contract (Single);0;1
38414;NF Hotel;0;103;28;2020-04-01;2020-07-13;13;1;3;2;0;0;BB;Unknown;Online TA;0;0;E;2;No Deposit;241;No Contract (Single);0;1
38415;NF Hotel;0;180;28;2020-01-16;2020-07-14;14;1;2;2;2;0;BB;Unknown;Direct;0;0;G;0;No Deposit;250;No Contract (Single);1;1
38416;NF Hotel;0;235;27;2019-11-11;2020-07-03;3;4;10;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;243;Contract (Single);0;0
38417;NF Hotel;0;224;27;2019-11-22;2020-07-03;3;4;10;2;0;0;HB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;177;No Contract (Single);0;0
38418;NF Hotel;0;2;28;2020-07-12;2020-07-14;14;1;2;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;1
38419;NF Hotel;0;33;29;2020-06-14;2020-07-17;17;1;5;2;2;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;1
38420;NF Hotel;0;46;28;2020-05-28;2020-07-13;13;1;3;2;2;0;BB;Unknown;Online TA;0;0;H;1;No Deposit;240;No Contract (Single);0;0
38421;NF Hotel;0;110;28;2020-03-22;2020-07-10;10;2;5;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;1
38422;NF Hotel;0;3;28;2020-07-11;2020-07-14;14;1;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
38423;NF Hotel;0;3;27;2020-07-03;2020-07-06;6;3;8;2;0;0;SC;Unknown;Direct;0;0;I;8;No Deposit;0;No Contract (Single);0;2
38424;NF Hotel;0;127;28;2020-03-06;2020-07-11;11;2;5;2;0;0;HB;Unknown;Offline TA/TO;0;0;E;0;No Deposit;479;No Contract (Single);0;1
38425;NF Hotel;0;110;28;2020-03-23;2020-07-11;11;2;5;2;0;0;HB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;479;No Contract (Single);0;1
38426;NF Hotel;0;212;28;2019-12-10;2020-07-09;9;4;5;2;0;0;HB;Unknown;Offline TA/TO;0;0;E;1;No Deposit;479;No Contract (Single);0;1
38427;NF Hotel;0;110;28;2020-03-23;2020-07-11;11;2;5;2;0;0;HB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;479;No Contract (Single);0;1
38428;NF Hotel;0;0;29;2020-07-17;2020-07-17;17;1;0;2;0;0;BB;Unknown;Online TA;0;0;A;1;No Deposit;240;No Contract (Single);0;1
38429;NF Hotel;0;160;28;2020-02-02;2020-07-11;11;2;5;2;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
38430;NF Hotel;0;114;28;2020-03-19;2020-07-11;11;2;5;3;0;0;BB;Unknown;Direct;0;0;F;0;No Deposit;250;No Contract (Single);0;1
38431;NF Hotel;0;0;28;2020-07-15;2020-07-15;15;2;1;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;241;No Contract (Single);0;0
38432;NF Hotel;0;0;28;2020-07-15;2020-07-15;15;2;1;3;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;241;No Contract (Single);0;0
38433;NF Hotel;0;151;28;2020-02-11;2020-07-11;11;2;5;2;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
38434;NF Hotel;0;118;27;2020-03-08;2020-07-04;4;4;10;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;40;Contract (Single);0;0
38435;NF Hotel;0;63;28;2020-05-12;2020-07-14;14;2;2;2;1;0;BB;Unknown;Online TA;0;0;A;1;No Deposit;240;No Contract (Single);0;2
38436;NF Hotel;0;3;28;2020-07-08;2020-07-11;11;2;5;2;0;0;HB;Unknown;Online TA;0;0;E;0;No Deposit;241;No Contract (Single);0;1
38437;NF Hotel;0;3;28;2020-07-10;2020-07-13;13;2;3;2;2;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);1;0
38438;NF Hotel;0;57;28;2020-05-16;2020-07-12;12;2;4;2;1;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;241;No Contract (Single);0;2
38439;NF Hotel;0;241;27;2019-11-06;2020-07-04;4;4;10;2;2;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;1
38440;NF Hotel;0;184;27;2020-01-02;2020-07-04;4;4;10;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;241;No Contract (Single);0;1
38441;NF Hotel;0;62;28;2020-05-10;2020-07-11;11;2;5;2;0;0;HB;Unknown;Online TA;0;0;E;1;No Deposit;240;No Contract (Single);0;2
38442;NF Hotel;0;33;28;2020-06-08;2020-07-11;11;2;5;2;0;0;BB;Unknown;Direct;0;0;F;0;No Deposit;250;No Contract (Single);1;0
38443;NF Hotel;0;152;28;2020-02-10;2020-07-11;11;2;5;2;0;0;HB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Group);1;2
38444;NF Hotel;0;152;28;2020-02-10;2020-07-11;11;2;5;2;0;0;HB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Group);0;2
38445;NF Hotel;0;27;28;2020-06-17;2020-07-14;14;2;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
38446;NF Hotel;0;82;28;2020-04-21;2020-07-12;12;2;4;3;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;175;No Contract (Single);0;0
38447;NF Hotel;0;2;28;2020-07-13;2020-07-15;15;2;1;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);1;1
38448;NF Hotel;0;1;29;2020-07-16;2020-07-17;17;1;0;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;2
38449;NF Hotel;0;0;29;2020-07-18;2020-07-18;18;0;0;2;0;0;BB;Unknown;Direct;1;0;G;0;No Deposit;0;No Contract (Single);0;0
38450;NF Hotel;0;106;29;2020-04-02;2020-07-17;17;1;0;2;0;0;BB;Unknown;Online TA;0;0;D;2;No Deposit;240;No Contract (Single);0;2
38451;NF Hotel;0;0;29;2020-07-18;2020-07-18;18;0;0;2;0;0;SC;Unknown;Direct;1;0;G;0;No Deposit;0;No Contract (Single);0;0
38452;NF Hotel;0;0;29;2020-07-17;2020-07-17;17;1;0;2;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;0
38453;NF Hotel;0;1;29;2020-07-18;2020-07-19;19;0;0;2;0;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Group);0;1
38454;NF Hotel;0;1;29;2020-07-18;2020-07-19;19;0;2;1;0;0;BB;Unknown;Online TA;0;0;A;3;No Deposit;240;No Contract (Group);0;1
38455;NF Hotel;0;126;28;2020-03-08;2020-07-12;12;2;5;2;0;0;BB;Unknown;Direct;0;0;D;0;No Deposit;250;No Contract (Single);0;2
38456;NF Hotel;0;96;28;2020-04-07;2020-07-12;12;2;5;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;1
38457;NF Hotel;0;8;28;2020-07-07;2020-07-15;15;2;2;2;0;0;HB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;1
38458;NF Hotel;0;12;28;2020-06-30;2020-07-12;12;2;5;2;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;250;No Contract (Single);0;0
38459;NF Hotel;0;11;28;2020-07-01;2020-07-12;12;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;40;Contract (Single);0;0
38460;NF Hotel;0;156;28;2020-02-07;2020-07-12;12;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;40;Contract (Single);0;0
38461;NF Hotel;0;159;28;2020-02-01;2020-07-09;9;4;6;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;40;Contract (Single);0;0
38462;NF Hotel;0;153;28;2020-02-07;2020-07-09;9;4;6;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;40;Contract (Single);0;0
38463;NF Hotel;0;152;29;2020-02-15;2020-07-16;16;2;1;2;2;0;BB;Unknown;Online TA;0;0;C;0;No Deposit;240;No Contract (Single);1;2
38464;NF Hotel;0;39;28;2020-06-06;2020-07-15;15;2;2;1;1;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;242;No Contract (Single);0;1
38465;NF Hotel;0;39;28;2020-06-06;2020-07-15;15;2;2;2;1;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;242;No Contract (Single);1;1
38466;NF Hotel;0;5;28;2020-07-08;2020-07-13;13;2;4;3;0;0;BB;Unknown;Direct;0;0;D;0;No Deposit;250;No Contract (Single);1;1
38467;NF Hotel;0;0;29;2020-07-18;2020-07-18;18;0;1;2;2;0;BB;Unknown;Direct;0;0;G;0;No Deposit;0;No Contract (Single);0;0
38468;NF Hotel;0;25;28;2020-06-18;2020-07-13;13;2;4;2;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;250;No Contract (Single);0;2
38469;NF Hotel;0;80;29;2020-04-28;2020-07-17;17;1;1;3;0;0;HB;Unknown;Online TA;0;0;B;2;No Deposit;241;No Contract (Single);0;2
38470;NF Hotel;0;80;29;2020-04-28;2020-07-17;17;1;1;2;0;0;HB;Unknown;Online TA;0;0;A;2;No Deposit;241;No Contract (Single);0;2
38471;NF Hotel;0;185;28;2020-01-08;2020-07-11;11;2;6;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;175;No Contract (Single);0;1
38472;NF Hotel;0;90;28;2020-04-13;2020-07-12;12;2;5;1;2;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;242;No Contract (Single);1;2
38473;NF Hotel;0;90;28;2020-04-13;2020-07-12;12;2;5;1;1;1;BB;Unknown;Online TA;0;0;D;1;No Deposit;242;No Contract (Single);0;3
38474;NF Hotel;0;283;28;2019-10-03;2020-07-12;12;2;5;2;0;0;BB;Unknown;Online TA;0;0;F;0;No Deposit;240;No Contract (Single);0;1
38475;NF Hotel;0;124;29;2020-03-14;2020-07-16;16;2;1;2;1;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;241;No Contract (Single);0;2
38476;NF Hotel;0;202;28;2019-12-22;2020-07-11;11;2;6;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;2
38477;NF Hotel;0;154;29;2020-02-13;2020-07-16;16;2;1;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
38478;NF Hotel;0;0;29;2020-07-18;2020-07-18;18;0;1;2;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
38479;NF Hotel;0;0;29;2020-07-18;2020-07-18;18;0;1;2;2;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;0
38480;NF Hotel;0;0;29;2020-07-18;2020-07-18;18;0;1;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;241;No Contract (Single);0;1
38481;NF Hotel;0;0;29;2020-07-19;2020-07-19;19;0;3;2;0;0;BB;Unknown;Online TA;1;0;E;0;No Deposit;241;No Contract (Single);0;1
38482;NF Hotel;0;118;28;2020-03-19;2020-07-15;15;2;3;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Group);0;2
38483;NF Hotel;0;118;28;2020-03-19;2020-07-15;15;2;3;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Group);0;2
38484;NF Hotel;0;316;27;2019-08-25;2020-07-06;6;4;10;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;3
38485;NF Hotel;0;154;27;2020-02-03;2020-07-06;6;4;10;2;0;0;HB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;243;Contract (Single);0;1
38486;NF Hotel;0;144;29;2020-02-23;2020-07-16;16;2;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;410;No Contract (Single);0;0
38487;NF Hotel;0;2;29;2020-07-17;2020-07-19;19;0;1;1;0;0;BB;Unknown;Corporate;0;0;A;0;No Deposit;0;No Contract (Single);0;0
38488;NF Hotel;0;114;28;2020-03-22;2020-07-14;14;2;4;2;0;0;BB;Unknown;Direct;0;0;D;4;No Deposit;250;No Contract (Single);1;1
38489;NF Hotel;0;154;28;2020-02-10;2020-07-13;13;2;5;2;0;0;BB;Unknown;Direct;0;0;A;1;No Deposit;0;No Contract (Single);1;1
38490;NF Hotel;0;345;28;2019-08-01;2020-07-11;11;2;7;3;1;0;BB;Unknown;Online TA;0;0;H;0;No Deposit;240;No Contract (Single);0;3
38491;NF Hotel;0;68;29;2020-05-09;2020-07-16;16;2;2;2;0;0;HB;Unknown;Direct;0;0;F;3;No Deposit;250;No Contract (Single);0;1
38492;NF Hotel;0;184;28;2020-01-08;2020-07-10;10;3;7;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
38493;NF Hotel;0;199;28;2019-12-29;2020-07-15;15;2;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
38494;NF Hotel;0;32;29;2020-06-18;2020-07-20;20;0;1;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
38495;NF Hotel;0;165;29;2020-02-05;2020-07-19;19;0;1;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;241;No Contract (Single);0;1
38496;NF Hotel;0;240;29;2019-11-19;2020-07-16;16;2;2;2;1;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;242;No Contract (Single);1;0
38497;NF Hotel;0;37;29;2020-06-12;2020-07-19;19;0;1;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;196;No Contract (Single);0;0
38498;NF Hotel;0;68;28;2020-05-08;2020-07-15;15;2;3;2;1;0;BB;Unknown;Direct;0;0;A;1;No Deposit;250;No Contract (Single);0;0
38499;NF Hotel;0;174;29;2020-01-25;2020-07-17;17;1;2;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;3
38500;NF Hotel;0;102;28;2020-04-04;2020-07-15;15;2;3;2;0;0;BB;Unknown;Online TA;0;0;D;1;No Deposit;240;No Contract (Single);0;1
38501;NF Hotel;0;158;29;2020-02-11;2020-07-18;18;0;2;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;314;No Contract (Single);0;0
38502;NF Hotel;0;158;29;2020-02-09;2020-07-16;16;2;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;410;No Contract (Single);0;0
38503;NF Hotel;0;114;29;2020-03-24;2020-07-16;16;2;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;0;No Contract (Single);0;0
38504;NF Hotel;0;0;29;2020-07-19;2020-07-19;19;0;1;2;1;0;BB;Unknown;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;0
38505;NF Hotel;0;162;28;2020-01-30;2020-07-10;10;3;7;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;1
38506;NF Hotel;0;0;29;2020-07-19;2020-07-19;19;0;1;2;1;0;BB;Unknown;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;0
38507;NF Hotel;0;35;29;2020-06-13;2020-07-18;18;0;2;2;1;0;BB;Unknown;Direct;0;0;F;0;No Deposit;250;No Contract (Single);1;1
38508;NF Hotel;0;158;29;2020-02-11;2020-07-18;18;0;2;2;0;0;BB;Unknown;Online TA;0;0;C;0;No Deposit;314;No Contract (Single);0;0
38509;NF Hotel;0;152;28;2020-02-10;2020-07-11;11;2;7;2;0;0;HB;Unknown;Offline TA/TO;0;0;A;1;No Deposit;75;No Contract (Single);0;0
38510;NF Hotel;0;0;29;2020-07-19;2020-07-19;19;0;1;2;0;0;BB;Unknown;Direct;0;0;G;0;No Deposit;0;No Contract (Single);0;0
38511;NF Hotel;0;82;28;2020-04-23;2020-07-14;14;2;4;3;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;241;No Contract (Single);0;1
38512;NF Hotel;0;4;28;2020-07-11;2020-07-15;15;2;3;2;0;0;BB;Unknown;Direct;0;0;F;0;No Deposit;250;No Contract (Single);0;1
38513;NF Hotel;0;4;28;2020-07-11;2020-07-15;15;2;3;2;0;0;BB;Unknown;Direct;0;0;E;2;No Deposit;250;No Contract (Single);1;2
38514;NF Hotel;0;25;33;2020-07-24;2020-08-18;18;1;2;2;0;0;BB;Unknown;Online TA;1;0;A;0;No Deposit;240;No Contract (Group);0;2
38515;NF Hotel;0;5;29;2020-07-15;2020-07-20;20;0;1;2;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
38516;NF Hotel;0;235;27;2019-11-15;2020-07-07;7;4;10;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;40;Contract (Single);0;0
38517;NF Hotel;0;131;29;2020-03-08;2020-07-17;17;1;3;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
38518;NF Hotel;0;108;28;2020-03-24;2020-07-10;10;3;8;2;0;0;HB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;40;Contract (Single);0;0
38519;NF Hotel;0;180;29;2020-01-19;2020-07-17;17;1;3;2;2;0;HB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;1
38520;NF Hotel;0;143;29;2020-02-24;2020-07-16;16;2;3;3;0;0;HB;Unknown;Direct;0;0;E;1;No Deposit;250;No Contract (Single);1;0
38521;NF Hotel;0;2;29;2020-07-15;2020-07-17;17;1;3;3;0;0;HB;Unknown;Direct;0;0;F;3;No Deposit;250;No Contract (Single);1;0
38522;NF Hotel;0;9;28;2020-07-05;2020-07-14;14;2;5;2;0;0;HB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
38523;NF Hotel;0;87;28;2020-04-17;2020-07-13;13;2;6;2;1;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;241;No Contract (Single);0;1
38524;NF Hotel;0;197;28;2019-12-31;2020-07-15;15;2;4;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);1;2
38525;NF Hotel;0;21;28;2020-06-23;2020-07-14;14;2;5;2;0;0;HB;Unknown;Direct;0;0;A;1;No Deposit;250;No Contract (Single);0;0
38526;NF Hotel;0;145;29;2020-02-24;2020-07-18;18;0;3;2;2;0;BB;Unknown;Online TA;0;0;C;0;No Deposit;241;No Contract (Single);1;1
38527;NF Hotel;0;141;28;2020-02-20;2020-07-10;10;3;8;2;2;0;HB;Unknown;Online TA;0;0;C;0;No Deposit;240;No Contract (Single);0;2
38528;NF Hotel;0;1;29;2020-07-19;2020-07-20;20;0;1;2;0;0;BB;Unknown;Direct;0;0;F;0;No Deposit;250;No Contract (Single);1;1
38529;NF Hotel;0;163;29;2020-02-06;2020-07-18;18;0;3;2;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;241;No Contract (Single);0;0
38530;NF Hotel;0;119;29;2020-03-20;2020-07-17;17;1;3;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;241;No Contract (Single);0;1
38531;NF Hotel;0;152;29;2020-02-15;2020-07-16;16;2;3;2;1;0;FB;Unknown;Direct;0;0;D;2;No Deposit;250;No Contract (Single);0;0
38532;NF Hotel;0;187;29;2020-01-11;2020-07-16;16;2;3;2;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
38533;NF Hotel;0;6;28;2020-07-08;2020-07-14;14;2;5;2;0;0;BB;Unknown;Online TA;0;0;F;0;No Deposit;242;No Contract (Single);0;1
38534;NF Hotel;0;6;28;2020-07-08;2020-07-14;14;2;5;2;0;0;HB;Unknown;Online TA;0;0;F;0;No Deposit;242;No Contract (Single);0;1
38535;NF Hotel;0;336;29;2019-08-15;2020-07-16;16;2;3;3;1;0;HB;Unknown;Online TA;0;0;H;0;No Deposit;240;No Contract (Single);1;1
38536;NF Hotel;0;152;29;2020-02-15;2020-07-16;16;2;3;2;2;0;HB;Unknown;Offline TA/TO;0;0;C;1;No Deposit;196;No Contract (Single);0;0
38537;NF Hotel;0;69;28;2020-05-06;2020-07-14;14;2;5;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;177;No Contract (Single);1;0
38538;NF Hotel;0;68;28;2020-05-08;2020-07-15;15;2;4;2;0;0;HB;Unknown;Online TA;0;0;D;0;No Deposit;241;No Contract (Single);0;2
38539;NF Hotel;0;192;29;2020-01-07;2020-07-17;17;1;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;314;No Contract (Single);0;0
38540;NF Hotel;0;1;29;2020-07-18;2020-07-19;19;0;2;2;1;0;BB;Unknown;Online TA;0;0;D;3;No Deposit;240;No Contract (Group);0;1
38541;NF Hotel;0;113;28;2020-03-23;2020-07-14;14;2;5;2;0;0;HB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;196;No Contract (Single);1;0
38542;NF Hotel;0;112;28;2020-03-25;2020-07-15;15;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;143;No Contract (Single);0;2
38543;NF Hotel;0;115;28;2020-03-22;2020-07-15;15;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;143;No Contract (Single);0;0
38544;NF Hotel;0;127;29;2020-03-13;2020-07-18;18;0;4;2;0;0;HB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
38545;NF Hotel;0;160;29;2020-02-07;2020-07-16;16;2;5;2;0;0;HB;Unknown;Offline TA/TO;0;0;A;1;No Deposit;143;No Contract (Single);0;1
38546;NF Hotel;0;178;28;2020-01-18;2020-07-14;14;2;6;2;0;0;HB;Unknown;Direct;0;0;A;1;No Deposit;250;No Contract (Single);0;1
38547;NF Hotel;0;178;28;2020-01-18;2020-07-14;14;2;6;2;0;0;HB;Unknown;Direct;0;0;A;1;No Deposit;250;No Contract (Single);1;1
38548;NF Hotel;0;72;29;2020-05-07;2020-07-18;18;0;4;2;0;0;HB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;0
38549;NF Hotel;0;121;28;2020-03-16;2020-07-15;15;2;5;3;0;0;BB;Unknown;Direct;0;0;D;0;No Deposit;250;Group Contract;0;3
38550;NF Hotel;0;15;29;2020-07-02;2020-07-17;17;1;4;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
38551;NF Hotel;0;6;29;2020-07-10;2020-07-16;16;2;4;2;1;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;242;No Contract (Single);0;1
38552;NF Hotel;0;1;29;2020-07-17;2020-07-18;18;0;4;2;2;0;BB;Unknown;Online TA;0;0;C;0;No Deposit;240;No Contract (Single);0;1
38553;NF Hotel;0;0;29;2020-07-20;2020-07-20;20;0;2;2;0;0;BB;Unknown;Direct;0;0;D;0;No Deposit;0;No Contract (Single);1;0
38554;NF Hotel;0;99;28;2020-04-06;2020-07-14;14;2;6;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
38555;NF Hotel;0;77;29;2020-05-03;2020-07-19;19;0;3;3;1;0;BB;Unknown;Online TA;0;0;H;0;No Deposit;240;No Contract (Single);1;0
38556;NF Hotel;0;5;29;2020-07-14;2020-07-19;19;0;3;2;1;0;BB;Unknown;Direct;0;0;D;0;No Deposit;250;No Contract (Single);1;2
38557;NF Hotel;0;108;28;2020-03-29;2020-07-15;15;2;5;2;0;0;BB;Unknown;Direct;0;0;D;0;No Deposit;0;No Contract (Single);1;2
38558;NF Hotel;0;108;28;2020-03-29;2020-07-15;15;2;5;3;0;0;BB;Unknown;Direct;0;0;D;0;No Deposit;0;No Contract (Single);0;2
38559;NF Hotel;0;183;29;2020-01-17;2020-07-18;18;0;4;2;0;0;HB;Unknown;Online TA;0;0;D;0;No Deposit;241;No Contract (Single);0;2
38560;NF Hotel;0;147;28;2020-02-16;2020-07-12;12;2;8;2;0;0;HB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;479;No Contract (Single);0;3
38561;NF Hotel;0;318;28;2019-09-01;2020-07-15;15;2;5;2;0;0;HB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;177;No Contract (Single);0;0
38562;NF Hotel;0;44;29;2020-06-06;2020-07-20;20;0;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;241;No Contract (Single);0;1
38563;NF Hotel;0;133;28;2020-03-02;2020-07-13;13;2;7;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;314;No Contract (Single);0;2
38564;NF Hotel;0;196;29;2020-01-05;2020-07-19;19;0;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
38565;NF Hotel;0;194;29;2020-01-05;2020-07-17;17;1;4;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
38566;NF Hotel;0;268;28;2019-10-21;2020-07-15;15;2;5;2;1;0;HB;Unknown;Online TA;0;0;A;1;No Deposit;240;No Contract (Group);0;3
38567;NF Hotel;0;268;28;2019-10-21;2020-07-15;15;2;5;2;1;0;HB;Unknown;Online TA;0;0;A;1;No Deposit;240;No Contract (Group);0;3
38568;NF Hotel;0;169;29;2020-02-01;2020-07-19;19;0;4;2;0;0;BB;Unknown;Online TA;0;0;A;3;No Deposit;240;No Contract (Group);0;2
